time,t1,time_t1,t2,time_t2,t3,time_t3,average_temperature,heater_on,fan_on,execution_interval,elapsed
1632768746698399199,22.25,1632768744948535784,38.187,1632768745818352202,36.25,1632768746698393958,37.2185,False,True,3.0,2.66595196723938
1632768749658379138,22.25,1632768747898398919,38.25,1632768748778384380,36.312,1632768749658374545,37.281,False,True,3.0,2.6255383491516113
1632768752698395557,22.25,1632768750938391950,38.312,1632768751818393189,36.375,1632768752698390835,37.3435,False,True,3.0,2.665120840072632
1632768755658380237,22.25,1632768753898393592,38.375,1632768754778377498,36.437,1632768755658375422,37.406,False,True,3.0,2.624702215194702
1632768758698385768,22.25,1632768756948381651,38.375,1632768757818381677,36.5,1632768758698380231,37.4375,False,True,3.0,2.664262533187866
1632768761658385317,22.25,1632768759908900675,38.437,1632768760778375190,36.562,1632768761658380225,37.4995,False,True,3.0,2.623870849609375
1632768764698431033,22.312,1632768762938322501,38.437,1632768763828379304,36.562,1632768764698425977,37.4995,True,True,3.0,2.663475513458252
1632768767658389176,22.312,1632768765898380364,38.437,1632768766778382566,36.625,1632768767658384102,37.531,True,True,3.0,2.623060703277588
1632768770698405706,22.312,1632768768938380766,38.5,1632768769818596465,36.687,1632768770698399910,37.5935,False,True,3.0,2.6626086235046387
1632768773658386571,22.25,1632768771898570905,38.625,1632768772778386017,36.75,1632768773658380978,37.6875,False,True,3.0,2.6221184730529785
1632768776698488508,22.25,1632768774948521279,38.687,1632768775818513194,36.812,1632768776698483323,37.7495,False,True,3.0,2.6618833541870117
1632768779658382170,22.312,1632768777898387470,38.75,1632768778778385542,36.875,1632768779658377633,37.8125,False,True,3.0,2.6213624477386475
1632768782698407923,22.25,1632768780938385723,38.812,1632768781818380481,36.875,1632768782698402460,37.8435,False,True,3.0,2.660937786102295
1632768785658389528,22.25,1632768783898035203,38.875,1632768784778385882,36.937,1632768785658384584,37.906,False,True,3.0,2.620497703552246
1632768788698382004,22.312,1632768786938457377,38.937,1632768787818399690,37.0,1632768788698376856,37.9685,False,True,3.0,2.6600749492645264
1632768791658397164,22.25,1632768789898384261,38.937,1632768790788404786,37.062,1632768791658392164,37.9995,False,True,3.0,2.6196632385253906
1632768794698689024,22.25,1632768792938413976,39.0,1632768793818431011,37.062,1632768794698684154,38.031,False,True,3.0,2.659557819366455
1632768797658538724,22.25,1632768795898389100,39.0,1632768796778387561,37.125,1632768797658533761,38.0625,True,True,3.0,2.618978977203369
1632768800698426312,22.25,1632768798948388233,39.0,1632768799818373426,37.187,1632768800698421257,38.0935,True,True,3.0,2.65840744972229
1632768803658394696,22.25,1632768801898385310,39.062,1632768802778271329,37.187,1632768803658389825,38.1245,False,True,3.0,2.618004322052002
1632768806698376930,22.312,1632768804938382527,39.187,1632768805818370062,37.25,1632768806698371579,38.2185,False,True,3.0,2.6574761867523193
1632768809658405239,22.25,1632768807898602758,39.25,1632768808778414963,37.312,1632768809658399998,38.281,False,True,3.0,2.6171319484710693
1632768812698342123,22.25,1632768810938407070,39.312,1632768811818398605,37.375,1632768812698337030,38.3435,False,True,3.0,2.6565916538238525
1632768815738349209,22.25,1632768813898364768,39.375,1632768814858391358,37.437,1632768815738344228,38.406,False,True,3.0,2.6961934566497803
1632768818698411610,22.25,1632768816938882125,39.437,1632768817818370593,37.437,1632768818698406313,38.437,False,True,3.0,2.6559195518493652
1632768821658376919,22.312,1632768819898357700,39.437,1632768820778889228,37.5,1632768821658371900,38.4685,False,True,3.0,2.6155035495758057
1632768824698343061,22.25,1632768822938407583,39.5,1632768823818351804,37.562,1632768824698338210,38.531,False,True,3.0,2.654953718185425
1632768827658334852,22.25,1632768825898358762,39.5,1632768826778361298,37.562,1632768827658329741,38.531,False,True,3.0,2.614880084991455
1632768830698373975,22.312,1632768828938361534,39.562,1632768829818378606,37.625,1632768830698368938,38.5935,True,True,3.0,2.654475450515747
1632768833657872920,22.312,1632768831898356195,39.562,1632768832778336267,37.687,1632768833657869957,38.6245,True,True,3.0,2.613252639770508
1632768836698429703,22.25,1632768834938379744,39.625,1632768835818388816,37.687,1632768836698424592,38.656,False,True,3.0,2.653684377670288
1632768839658378142,22.25,1632768837898607994,39.687,1632768838778382681,37.812,1632768839658373790,38.7495,False,True,3.0,2.613290548324585
1632768842698386988,22.25,1632768840938387973,39.75,1632768841818386989,37.875,1632768842698382099,38.8125,False,True,3.0,2.652773857116699
1632768845658534794,22.25,1632768843898444114,39.812,1632768844777861342,37.937,1632768845658529776,38.8745,False,True,3.0,2.6120662689208984
1632768848698381679,22.312,1632768846938387275,39.875,1632768847818381977,37.937,1632768848698376494,38.906,False,True,3.0,2.6516082286834717
1632768851658402562,22.312,1632768849898426250,39.937,1632768850778383231,37.937,1632768851658397192,38.937,False,True,3.0,2.6113014221191406
1632768854698383019,22.312,1632768852938392782,40.0,1632768853818538667,38.0,1632768854698377778,39.0,False,True,3.0,2.6507375240325928
1632768857658386791,22.312,1632768855898705790,40.0,1632768856778407829,38.062,1632768857658381772,39.031,False,True,3.0,2.610335111618042
1632768860698389229,22.312,1632768858938458713,40.0,1632768859818405286,38.125,1632768860698383877,39.0625,False,True,3.0,2.6498911380767822
1632768863658383205,22.312,1632768861898407300,40.062,1632768862778386410,38.125,1632768863658378371,39.0935,True,True,3.0,2.6094560623168945
1632768866698378773,22.312,1632768864938395017,40.062,1632768865818432311,38.187,1632768866698374328,39.1245,True,True,3.0,2.6489925384521484
1632768869658383267,22.312,1632768867908377335,40.062,1632768868778372120,38.25,1632768869658378100,39.156,False,True,3.0,2.6085870265960693
1632768872698417593,22.312,1632768870938389505,40.187,1632768871818374170,38.312,1632768872698412482,39.2495,False,True,3.0,2.648172616958618
1632768875658511012,22.25,1632768873898386017,40.25,1632768874778441015,38.312,1632768875658506142,39.281,False,True,3.0,2.6078972816467285
1632768878698392230,22.25,1632768876938382845,40.312,1632768877818382658,38.375,1632768878698387045,39.3435,False,True,3.0,2.647278070449829
1632768881658699312,22.312,1632768879898381931,40.375,1632768880778376744,38.437,1632768881658693942,39.406,False,True,3.0,2.6072089672088623
1632768884698379848,22.312,1632768882938379240,40.437,1632768883818452089,38.437,1632768884698374885,39.437,False,True,3.0,2.6463866233825684
1632768887658387379,22.312,1632768885898383327,40.437,1632768886778385658,38.437,1632768887658382267,39.437,False,True,3.0,2.605973482131958
1632768890698592536,22.312,1632768888938558299,40.5,1632768889818384448,38.562,1632768890698587647,39.531,False,True,3.0,2.645719528198242
1632768893658385941,22.312,1632768891898387907,40.5,1632768892778385590,38.562,1632768893658381052,39.531,False,True,3.0,2.6050913333892822
1632768896858517543,22.312,1632768894938484381,40.5,1632768895908543962,38.625,1632768896858512784,39.5625,True,True,3.0,2.804767370223999
1632768899658366040,22.312,1632768897898399524,40.5,1632768898778365560,38.625,1632768899658360725,39.5625,True,True,3.0,2.6043601036071777
1632768902698380089,22.312,1632768900938382111,40.562,1632768901829204459,38.625,1632768902698375182,39.5935,False,True,3.0,2.6440012454986572
